miRNA,118,121,125,131,136,139,205,206,223,26,265,27,29,308,310,314,316,318,35,353,354,356,357,365,367,369,406,408,414,415,422,423,425
hsa-let-7a-2-3p,0.789764386,0,0,0,0,0,0,0,0,0,0.765120453,0,0,0,0,2.394071402,0.732311503,3.495221701,0,0,1.16805865,0,2.541414856,2.199932423,0.794551343,0,0,0,0.889194899,0,0,0,1.042281251
hsa-let-7a-3p,399.6207795,375.1021829,231.5417816,371.3191455,144.7536047,416.8573852,263.3662913,235.8057546,499.2883763,45.25696061,268.5572789,138.887078,199.4704944,429.4953306,268.8527524,352.7265199,423.2760487,389.7172197,226.4418411,171.373005,261.6451377,235.8459511,482.0216843,349.7892552,292.3948943,354.9697249,377.2943157,276.7715478,256.9773258,447.1741152,365.9802207,396.2122704,452.3500628
hsa-let-7a-5p,169346.0183,199252.0585,226812.9314,249371.9659,157125.4736,188211.1094,189211.2882,181633.8712,232079.9912,142710.2825,129250.2678,158026.2621,336538.1475,117250.0414,117671.7844,137967.9408,151874.0826,110259.0987,165456.8787,122643.8471,110049.8138,103028.3508,176045.5013,130181.0011,131035.8184,161957.0363,103762.9237,100378.6389,110272.6162,163027.4311,139148.4798,146987.8816,145414.911
hsa-let-7b-3p,199.8103898,134.4938748,115.06064,171.3780672,96.50240314,198.9546611,378.8996171,70.62202804,172.0624558,82.28538293,302.9876993,113.0159557,117.4963186,74.97969331,114.9442927,133.2699747,121.5637095,135.7311094,118.9135925,78.75597658,78.25992957,71.46847002,121.1407748,96.79702661,95.34616119,126.7203749,66.37585184,71.5463865,86.25190518,115.1626488,93.99492008,110.695143,111.5240938
hsa-let-7b-5p,58536.54656,47436.85336,47799.88314,72583.80471,41539.06821,51919.58733,43485.25311,42106.2895,63469.53839,36139.74018,34561.25597,35183.3648,76257.84327,29520.88838,31134.31765,37131.24942,34761.36243,39306.68071,35757.57028,27190.97345,32316.67868,24600.63852,47357.57156,33861.35985,30335.97029,38030.61661,29209.74164,24282.46702,23829.53409,38486.37714,39603.85962,36156.08736,47375.85196
hsa-let-7c-3p,5.528350705,2.467777519,1.420501728,2.596637381,0,3.789612593,3.72688148,4.787934104,0,6.857115244,6.120963622,4.08491406,4.09870879,2.91183275,2.922312526,6.384190405,4.393869018,1.747610851,2.530076437,0.630047813,1.16805865,4.764564668,1.69427657,4.399864846,3.178205373,3.05350301,0.873366472,0.941399822,8.891948988,3.675403687,2.999837875,3.053659117,0
hsa-let-7c-5p,164238.612,194513.9257,221939.19,243464.6158,153526.1948,183832.2121,185393.7192,177645.5221,225341.9025,140756.0046,126662.6305,155243.0739,329834.0262,114285.7956,115296.9184,135376.7575,148395.603,107854.9687,161969.1683,120215.0128,108127.1893,100827.1219,171289.667,126662.5759,128585.4221,158331.0014,101269.4625,98357.45344,108616.9353,159381.4306,135384.6832,143590.6858,141864.901
hsa-let-7d-3p,319.0648121,303.5366348,276.9978369,377.810739,230.8233156,289.9053633,228.5820641,304.0338156,368.7052625,233.1419183,283.859688,317.2616587,241.8238186,181.9895469,218.1993353,331.1798773,199.1887288,203.3053956,242.8873379,194.0547263,200.9060878,214.4054101,256.6829004,233.1928368,242.3381597,293.1362889,158.9526978,208.9907606,188.5093185,289.1317567,218.9881649,278.6463944,273.0776877
hsa-let-7d-5p,6637.969668,7141.74814,6690.563138,9044.087998,5398.91823,6186.542558,6123.266272,7660.694567,7088.358671,6850.258129,7153.876233,5864.574952,8458.368706,7400.422934,7684.707839,7443.966012,8044.441861,5945.372113,6884.337985,6649.524614,6931.260031,5687.103502,8771.269805,7424.038617,7271.733894,7631.467397,7580.820973,7065.205667,7852.480151,9840.280803,7669.5855,7300.535534,8214.218536
hsa-let-7e-3p,26.06222475,32.08110774,25.5690311,28.56301119,15.64903835,28.42209444,24.84587653,14.36380231,19.97153505,13.71423049,26.01409539,9.53146614,27.32472527,10.91937281,16.55977098,32.71897583,25.63090261,19.80625631,22.77068793,13.86105188,15.18476245,25.60953509,17.78990399,19.79939181,20.65833492,15.26751505,20.08742885,17.88659662,26.67584696,24.50269124,27.99848683,35.11707984,13.54965626
hsa-let-7e-5p,11364.70952,9688.494539,9224.738221,7293.954404,10061.02757,12770.99444,15999.50219,9238.318855,8349.637924,12178.23667,8025.348428,18710.26803,16069.67093,11266.60887,7749.972819,9809.308557,11073.28224,10896.93619,11333.4774,8109.345396,4452.639575,8793.004095,8852.59508,6450.201864,10318.04374,8805.539304,7823.616852,7559.440573,10487.16464,8781.764542,5456.705094,11336.70947,5890.973628
hsa-let-7f-1-3p,38.69845493,20.97610891,15.62551901,24.66805512,22.16947099,30.31690074,24.84587653,22.742687,50.69697359,8.228538293,29.0745772,17.70129426,21.85978021,18.19895469,7.792833403,29.52688062,16.11085307,25.63162581,27.8308408,9.450717189,18.6889384,26.20510567,20.33131884,21.26601342,19.86378358,25.95477558,19.21406237,32.00759396,9.781143887,23.27755668,34.99810854,16.79512514,25.01475001
hsa-let-7f-2-3p,7.897643864,11.10499883,8.523010367,12.98318691,13.04086529,3.789612593,16.14981975,15.56078584,16.8989912,2.742846098,16.06752951,0,4.09870879,10.19141462,13.63745845,14.36442841,15.37854156,13.39834985,6.325191092,8.820669376,19.85699705,11.91141167,19.48418056,18.33277019,8.740064776,18.32101806,18.3406959,12.23819769,16.89470308,20.82728756,13.99924342,14.50488081,9.380531255
hsa-let-7f-5p,196662.3889,231207.3096,284334.7284,274580.1215,217093.8926,237225.9587,233079.1678,255012.5523,295260.7105,138856.5837,139394.9999,193837.342,457596.2441,130305.9715,133468.8318,140379.5687,143204.979,117694.0178,224029.4132,151096.8063,118581.3142,128315.0866,164996.2767,148969.1573,147472.7021,174918.3932,107704.4266,120351.3775,119693.6361,186159.1967,160681.316,149576.6211,146094.4783
hsa-let-7g-3p,15.00552334,17.27444263,17.04602073,16.87814298,16.95312488,26.52728815,6.211469133,21.54570347,13.82644734,10.97138439,16.83264996,13.6163802,16.39483516,16.74303831,29.22312526,12.76838081,21.96934509,36.69982786,12.65038218,16.38124313,40.88205276,22.63168217,29.64983998,21.99932423,11.91827015,18.32101806,24.4542612,24.47639538,11.55953368,23.27755668,28.99843279,19.08536948,29.18387502
hsa-let-7g-5p,202315.5224,233276.5411,242157.1911,273890.7143,217490.3349,244699.0747,215119.3259,245348.1073,268847.5872,128775.2529,174833.0839,182820.3288,339241.9291,165855.8096,158057.1694,161673.2378,158645.0348,96328.31008,218659.326,189525.3126,149211.3162,152367.2047,171120.2393,184281.006,151604.3691,190974.4754,145922.9434,156404.1665,157890.7814,199287.7387,201803.0936,177153.4532,172239.0612
hsa-let-7i-3p,75.02761671,62.92832673,56.82006912,85.68903358,29.99399017,39.79093222,43.48028393,50.2733081,73.7410525,53.4854989,76.51204527,28.59439842,40.9870879,49.50115675,54.54983382,59.85178505,85.68044585,63.49652757,40.48122299,54.18411188,89.94051607,62.53491127,88.94951995,44.73195927,82.6333397,82.44458126,55.89545418,43.30439183,67.57881231,77.18347742,65.99643325,67.18050057,99.01671881
hsa-let-7i-5p,78198.52072,110234.3879,98295.87857,123214.3387,92471.47168,76101.10528,83857.31789,103826.3511,102748.939,89382.49721,80455.47608,69496.64291,189298.8655,64738.77753,73682.21393,73913.76244,61915.47296,46720.04594,84445.09619,84166.19714,78231.89616,60635.04111,85661.77626,71794.06131,61432.32621,73928.36137,70281.5467,68722.18703,59823.2544,105038.1368,114383.8182,74421.48975,106896.3651
hsa-miR-1-3p,9929.70763,15912.22944,7922.138137,9555.625563,4834.248763,11980.86021,14951.0062,2459.801146,7859.567179,4130.726223,5239.54486,1613.541054,3852.786262,3258.340847,4418.536539,6104.084051,3892.235639,5804.980708,11257.57511,2585.716223,2485.628808,3291.123044,7897.023095,5108.243086,2571.962698,2377.152093,2866.38876,1692.636881,1395.146796,10907.37301,1856.899645,15791.23471,6209.911691
hsa-miR-1-5p,0,0,0,0,0,0,0,0,0,0,0.765120453,0,0,0.727958187,3.896416701,0,0,0.58253695,2.530076437,0,0,0.595570584,2.541414856,1.466621615,0,0,0,0.941399822,0,0,0,0.763414779,1.042281251
hsa-miR-100-3p,0.789764386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974104175,0,0,0,0,0,0,1.191141167,0,0,0,0.763375752,0,0,0,0,0,0,1.042281251
hsa-miR-100-5p,79800.16289,54535.41539,52229.00753,67831.95831,44960.99126,70735.01385,44548.65663,33653.19184,62076.13976,37925.33299,24602.44816,39095.35083,105313.5899,27597.62284,24953.62666,39971.41613,30727.05836,31194.85368,51318.80541,27771.24748,28178.24688,27737.50879,46301.19012,35325.78154,28576.83361,34744.28399,29986.16443,22474.97936,16041.07597,36985.5873,38230.93382,39652.52705,50638.19228
hsa-miR-101-3p,56423.13706,54821.67758,56757.56704,57534.99277,69966.85045,61437.19935,53231.04818,40127.67573,77185.37416,14900.51143,35849.71881,27319.90523,88503.4189,37154.25793,46214.42439,57035.55906,38798.59574,52132.97928,61792.05682,40227.29274,56333.13258,34845.04813,54310.8826,63003.86466,42919.27991,38919.94936,56920.78642,45451.72482,28359.09291,43723.82739,61970.65082,63377.16814,62247.12085
hsa-miR-101-5p,3.948821932,3.701666278,1.420501728,3.894956072,0,1.894806296,2.484587653,1.196983526,4.608815781,2.742846098,6.120963622,2.72327604,1.366236263,2.91183275,0.974104175,3.192095203,4.393869018,5.242832552,2.530076437,0,1.16805865,0.595570584,2.541414856,0.733310808,3.178205373,0,0.873366472,6.589798756,2.667584696,0,4.999729792,3.053659117,1.042281251
hsa-miR-103a-2-5p,0.789764386,0,2.841003456,9.088230834,3.912259587,5.684418889,7.45376296,2.393967052,7.681359635,4.114269147,5.355843169,5.44655208,2.732472527,1.455916375,4.870520877,7.182214206,3.661557515,8.738054253,6.325191092,6.300478126,8.176410552,8.933558753,5.929967996,3.666554038,0.794551343,3.816878762,0,9.413998224,4.445974494,2.450269124,7.999567666,2.290244338,6.253687504
hsa-miR-103a-3p,29490.59195,31936.74276,28358.8965,34506.71416,37381.64035,30654.17626,34206.56052,36881.45641,32587.40012,29315.53909,34542.89308,27386.6255,33511.04307,32536.81915,35542.13905,36148.0841,24883.94487,31667.87368,41232.65569,32600.56397,25172.83197,31550.94723,23376.78098,32245.14283,24044.71275,29239.58144,27426.32731,31529.36285,28120.78867,40012.8948,29477.4069,37217.99732,28489.7157
hsa-miR-103b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-105-3p,4.738586318,3.701666278,2.841003456,2.596637381,10.43269223,9.474031482,9.938350614,3.590950578,4.608815781,9.599961342,2.295361358,8.16982812,6.831181316,5.8236655,3.896416701,3.990119003,2.929246012,3.495221701,0,8.820669376,7.008351902,2.977852918,0.847138285,5.133175653,7.150962089,7.633757524,6.113565301,7.531198579,1.778389798,1.225134562,7.999567666,0,2.084562501
hsa-miR-105-5p,349.0758588,288.7299697,437.5145322,289.525068,611.6165821,341.0651333,521.7634072,427.3231188,250.4123241,1219.19509,499.6236556,1486.908718,329.2629394,1107.224403,539.6537131,379.0613053,548.5013158,421.174215,236.5621468,919.2397586,726.5324805,873.1064754,471.0088866,502.3179032,732.5763385,805.3614188,957.2096528,1133.445386,1054.58515,505.9805742,626.9661159,378.6537305,437.7581253
hsa-miR-106a-3p,3.159057546,1.233888759,1.420501728,6.491593453,1.304086529,1.894806296,0,4.787934104,1.536271927,2.742846098,0.765120453,0,2.732472527,1.455916375,0.974104175,2.394071402,9.520049539,4.660295601,1.265038218,3.780286876,0,3.573423501,4.235691426,2.199932423,1.589102687,0.763375752,1.746732943,1.882799645,0.889194899,3.675403687,0.999945958,6.870733013,0
