miRNA,1,14,146,149,153,155,16,161,164,166,168,169,175,176,177,178,179,191,199,202,227,228,229,238,242,243,247,255,274,275,276,277,278,280,282,283,285,286,287,288,289,291,295,298,299,321,322,323,325,326,327,338,340,341,373,376,379,381,382,383,386,388,391,392,394,396,402,96,97,98
hsa-let-7a-2-3p,1.346737463,0,0,0,0,1.996591207,0,0,0,0,0,4.030118261,0,1.662532567,1.703013328,1.765621705,0,0,0,0,0,1.603364434,0,0,0,1.516116738,0,0,0,0,0.818173932,1.620679775,0,1.292491623,1.996359568,2.895599515,0,0,0,0,2.184474831,0,0,0.968872191,0.568617384,2.625307557,0,0,0.848889558,1.245615228,0,0,0,0,1.552167866,0,0,0,0.864498717,0,0.712453772,0,0,0.883661682,0,0,0,2.259175223,0,0
hsa-let-7a-3p,204.7040944,285.4747235,273.5413961,396.6493383,177.0006744,251.570492,309.0249149,265.2469241,277.6221013,317.2317136,297.5550838,322.4094609,412.0038244,236.9108908,296.3243191,376.0774232,271.1259747,282.5465679,376.0923602,349.9346673,309.7978346,307.8459713,262.4168775,356.3779042,363.7023261,343.4004411,430.3204131,309.4605005,336.0737994,364.1874388,523.6313162,547.789764,244.4563602,358.6664254,532.029825,352.539241,450.2593158,391.6783197,305.7339723,317.2659249,323.3022751,404.1974662,479.9938766,278.0663188,379.8364124,427.9251318,351.7881053,423.4796347,377.7558533,311.4038069,514.5966121,402.4317058,380.1465501,505.3874976,402.0114774,414.8375004,272.903947,448.169286,322.4580216,318.6642989,265.7452568,312.0608169,374.5842518,328.7221458,406.9130586,260.408029,384.5402461,308.377418,334.3053504,220.2392711
hsa-let-7a-5p,161834.7475,285346.3354,211685.2558,250388.2882,180600.1385,258273.0487,176595.8533,185020.7815,130275.4905,175237.6291,208664.6817,228617.862,192399.6519,142717.6144,166197.9222,175719.9689,209538.5134,312986.1225,279492.0732,156327.9565,200595.6625,174728.2426,159456.7107,120356.1554,131561.1463,124661.9407,123336.3159,117399.0932,198897.7812,128595.0607,155853.134,167923.4935,127517.1441,140826.0098,184756.0908,117561.3403,181870.7014,143799.4955,122964.6892,145367.9776,106582.7115,142774.572,137491.8521,134810.8144,136154.2953,119216.0913,146924.465,144518.7058,103082.3568,118240.0255,181538.6857,149329.4943,121176.0657,154461.3937,116915.4924,110940.5987,133668.154,162364.0233,116667.5599,145204.6989,127294.1154,104254.4168,125140.3933,112849.7824,129269.3121,271736.3419,140321.1608,158721.7441,208202.3503,160895.1762
hsa-let-7b-3p,137.3672213,149.534379,111.6000374,147.8008941,269.5544622,95.83637792,85.84025413,83.67908914,65.44703528,112.5660919,142.0909108,142.3975119,173.7981393,90.60802488,91.11121305,121.8278976,85.72365376,112.244527,110.8990293,101.7667145,143.9464686,136.2859769,140.2572966,92.23898696,82.22835199,75.04777851,91.14729728,67.19172946,196.9909501,96.40255732,97.36269785,117.4992837,73.00203633,63.97833534,140.7433496,74.56168752,63.86656962,112.0860056,87.08212213,89.16138406,112.5004538,64.70204261,69.97353189,96.8872191,90.41016403,100.6367897,83.06108042,90.61746421,74.70228111,99.02641059,127.6670984,77.28196691,90.68381443,110.1062086,86.92140052,89.4930338,50.79599014,86.23665561,83.85637559,108.1014583,64.83329322,51.02135028,85.61925754,68.92561121,87.08256118,75.52960149,115.0156412,108.4404107,115.2125784,152.3667913
hsa-let-7b-5p,33816.57771,58939.20204,50828.96487,55025.66962,40854.05262,47245.33772,35338.4517,37589.27838,31060.95182,40855.64378,38237.49993,54162.10269,56429.18881,34780.1813,37199.77163,45123.99391,37429.33952,60778.47611,52091.20274,40155.00308,43551.62993,44806.01911,42371.27686,32725.9733,31027.49815,28779.68597,33606.18379,32917.3229,59815.44889,32702.4848,34747.84687,46553.2162,35316.242,32422.79861,55734.36643,33339.93282,41330.18609,31993.70491,31546.44529,30285.89313,32587.99554,28723.13972,39743.1247,30937.05793,37735.15544,33687.07147,37984.97213,41169.03923,28745.09821,34642.4279,44586.26104,38751.25163,32112.22689,36723.72376,34213.66019,31996.55624,33614.99347,38316.51403,33550.33072,35993.08556,30295.67173,24884.18042,37621.81526,30944.94845,35121.18858,72181.49826,35562.69768,34925.71936,55575.9036,44963.44012
hsa-let-7c-3p,4.04021239,12.08358618,5.458697483,0,5.404600746,3.993182413,6.603096472,4.736552215,5.277986716,5.84758919,1.671657774,10.74698203,2.044683992,5.818863983,1.703013328,5.296865115,5.98072003,0,4.821696926,1.785380956,1.564635528,6.413457736,4.524428923,4.192681225,2.108419282,3.032233475,4.3820816,2.83908716,0.517036614,4.1655426,3.272695726,0,0.669743453,3.231229058,3.992719137,0.723899879,8.515542616,4.981600251,3.786179223,2.972046135,3.276712247,2.283601504,1.227605823,3.875488764,2.843086919,2.625307557,4.071621589,2.691607848,2.546668674,2.491230455,2.94616381,3.769852045,5.078293608,5.505310432,9.313007198,5.593314612,0.995999807,2.613231988,4.322493587,5.640076087,2.137361315,4.746172119,5.707950503,3.534646729,4.749957883,3.381922455,7.621518391,2.259175223,11.33238476,2.770305297
hsa-let-7c-5p,158261.853,277683.8313,205653.3951,243904.6551,176037.3044,251604.4341,172710.5913,179975.5639,127311.3732,171176.4784,203226.7789,223376.0215,187003.7309,139356.8048,162593.4945,171081.6807,204863.5839,306001.8036,273014.1233,152392.9769,195083.4516,170774.3459,156427.6056,118004.0613,128190.8381,121858.6408,120013.8216,114962.21,193341.7057,125595.87,152056.807,162963.4031,124796.6462,137920.4886,180125.5348,114440.6079,177667.2167,140178.4949,120426.056,142126.2182,103997.3855,139649.0828,133777.7307,132147.3847,133162.2306,116223.2406,143391.1118,141219.6917,100686.7905,115089.2418,176607.7896,144609.6395,118417.1013,150181.5654,113863.9303,108159.7891,131219.9865,158109.6816,114398.2508,141950.375,124168.5807,101817.2574,121903.9854,110356.9728,125933.2584,265349.0177,137239.2959,154651.8399,203165.1053,156520.8641
hsa-let-7d-3p,328.6039411,379.1225164,377.8631702,334.8142704,302.6576418,333.4307315,309.0249149,302.3499164,239.6205969,336.2363784,312.6000038,364.0540163,307.7249408,300.0871283,214.5796793,337.2337457,269.1324013,358.0213361,378.5032087,326.7247149,223.7428805,365.567091,443.3940344,227.4529565,301.5039573,224.3852772,256.7899818,232.8051471,324.1819573,332.053253,264.2701799,267.4121629,288.6594281,283.7019113,294.4630363,246.1259588,205.4374656,255.9297129,257.4601872,330.6401326,312.3799009,202.4793333,242.45215,231.5604536,284.8773093,310.6613942,284.1991869,334.6565757,275.8891064,234.7984704,269.0829613,293.1059965,298.1683818,352.3398676,266.1967891,236.7836519,242.027953,327.3073065,421.0108754,439.9259348,240.0969211,252.7336654,278.9760808,231.5193607,292.1224098,269.4264889,269.5246049,256.4163878,413.6320438,371.2209098
hsa-let-7d-5p,5937.765476,9638.170427,9319.816169,9157.622747,9100.672082,10154.66288,6321.804562,10945.38274,5801.562998,7664.727531,8719.36695,9707.211519,7193.198284,7201.259813,6588.107059,6727.018696,6184.064511,11741.16457,10532.99693,6282.755583,7297.460104,7396.320134,7141.811055,7664.22128,8921.776191,9120.200235,9866.694931,9646.271808,11847.89402,7805.036678,10259.08293,9886.146628,9227.055546,9829.398794,9182.255835,7825.35769,9287.263665,7076.363157,7437.002539,9269.068885,7825.881084,8922.031076,7541.796371,8994.040549,8885.215239,8506.871587,7512.956156,7882.822183,8252.055394,8160.025356,10297.82457,14661.89706,7560.128241,10430.36114,8211.744097,7759.791806,8704.04231,10494.73966,8842.092881,9668.970439,9786.265008,7761.177958,8736.731738,6486.960409,9238.668082,15751.86749,11119.10247,6052.330423,10225.58852,5856.425398
hsa-let-7e-3p,18.85432449,16.614931,21.22826799,21.11441345,20.94282789,37.93523293,26.41238589,22.89333571,16.88955749,13.15707568,16.71657774,21.49396406,16.35747194,17.45659195,11.9210933,10.59373023,15.94858675,17.41725419,14.46509078,28.56609529,9.38781317,20.84373764,18.09771569,23.05974674,29.51786995,23.49980943,39.4387344,18.92724773,25.85183072,24.9932556,21.27252222,29.17223595,24.11076429,20.03362016,15.97087655,13.7540977,11.7088711,18.68100094,14.19817209,28.97744982,25.12146056,15.98521053,24.55211645,24.22180477,22.17607797,21.00246045,25.24405385,21.53286278,33.10669276,20.55265126,26.51547429,30.15881636,14.50941031,27.52655216,24.83468586,21.44103935,14.9399971,18.29262392,25.0704628,15.98021558,27.07324332,23.7308606,24.97228345,16.78957196,18.20817188,20.29153473,22.86455517,19.2029894,15.10984635,16.62183178
hsa-let-7e-5p,12833.06129,14007.89728,11114.5146,10201.27804,12971.71737,10394.25382,8973.608105,10730.65904,7816.698326,12250.69935,14541.75098,13115.3482,7201.37702,10750.76684,12208.05104,9295.998277,16795.85542,11361.85548,8546.457801,8187.757063,13355.72887,12145.48559,8438.059941,8405.277686,9894.811689,11211.68328,9786.064629,8526.725104,11774.99186,11268.38781,10399.80884,6507.839637,8166.181917,12822.80939,4891.080943,5457.481186,11346.96054,9478.117178,8423.302226,12215.85263,7738.502091,11096.01971,8543.522723,11152.68779,10654.18392,8775.52806,7401.393725,4795.547982,7626.423789,8382.367674,7414.512255,10278.5016,9749.598257,7755.881336,8676.618373,6946.896749,8699.062311,10526.09845,10255.54828,11868.60011,7801.3688,8551.415616,8661.101394,8677.557719,7550.849714,10347.5554,12744.56448,10708.49056,9477.651122,13156.17986
